raw_name,importance
Perovskite_composition_long_form_MAPb0.9Sr0.1I3,0.0015354578
Perovskite_band_gap_estimation_basis_Literature,0.0015140416
Perovskite_composition_a_ions_coefficients_0.17; 0.83,0.001478745
Perovskite_additives_concentrations_0.25,0.0014766944
Perovskite_composition_a_ions_coefficients_0.8; 0.2,0.0014755954
Perovskite_deposition_substrate_temperature_50,0.0014656942
Perovskite_additives_concentrations_0.0002,0.0014266085
Perovskite_additives_concentrations_0.08,0.0014084105
HTL_stack_sequence_Spiro-MeOTAD,0.0013489374
Perovskite_deposition_solvents_DMF >> Methanol,0.0013235598
Perovskite_deposition_substrate_temperature_130,0.0013117
Perovskite_composition_long_form_MAPb0.9Sb0.1I3,0.0013110258
Perovskite_composition_c_ions_coefficients_1; 2,0.0012910973
Perovskite_composition_none_stoichiometry_components_in_excess_Stoichiometric,0.001288662
Perovskite_composition_a_ions_coefficients_1; 1; 3,0.0012583843
Perovskite_composition_a_ions_coefficients_0.26; 0.74,0.0012411643
HTL_deposition_reaction_solutions_compounds_CZTS-np; hexanethiol,0.0012357756
Perovskite_composition_a_ions_(PMA); FA,0.0012316487
Perovskite_composition_long_form_FA0.83MA0.17PbBr0.51I2.49,0.0012217583
Perovskite_additives_concentrations_2 mg/ml; 5.2 mg/ml,0.0012131903
Perovskite_composition_a_ions_(PBA); MA,0.0011856351
Perovskite_deposition_quenching_media_Ethyl acetate,0.0011740482
HTL_stack_sequence_P3HT,0.0011711026
Perovskite_additives_concentrations_4 mg/ml,0.0011700313
Perovskite_deposition_after_treatment_of_formed_perovskite_-1,0.0011566654
Perovskite_additives_compounds_HPbI3,0.0011520671
Perovskite_composition_assumption_XRD,0.0011507802
Perovskite_composition_a_ions_coefficients_0.9; 0.1,0.0011457424
Perovskite_additives_concentrations_-1,0.0011316258
Perovskite_deposition_substrate_temperature_100,0.0011267912
Perovskite_dimension_3D_with_2D_capping_layer,0.0011045727
Perovskite_thickness_600,0.0010832131
Perovskite_deposition_thermal_annealing_temperature_70.0 >> 135.0,0.0010782534
"Perovskite_composition_a_ions_Cs; FA; MA, GA",0.0010543762
Backcontact_thickness_list_-1,0.0010441573
Perovskite_thickness_350,0.0010000601
Perovskite_additives_concentrations_0.2,0.000988984
Backcontact_stack_sequence_Ag,0.0009814409
Perovskite_composition_c_ions_coefficients_0.15; 0.85,0.0009702756
Perovskite_band_gap_estimation_basis_Composition,0.00096484576
HTL_stack_sequence_NiO-c,0.0009586809
Perovskite_additives_compounds_Cl3Yb,0.0009165947
Perovskite_composition_short_form_CsFAPbBrI,0.000892403
Perovskite_composition_a_ions_coefficients_0.3; 0.7,0.0008838673
Perovskite_additives_concentrations_12 wt%,0.00088276895
Perovskite_additives_concentrations_3 mg/ml,0.00087519997
Perovskite_composition_a_ions_coefficients_0.15; 0.85,0.0008357109
Perovskite_deposition_thermal_annealing_time_300,0.00082551903
Encapsulation_stack_sequence_-1,0.00081103906
Perovskite_deposition_thermal_annealing_temperature_80,0.0007954418
Perovskite_additives_concentrations_0.21,0.0007934062
Perovskite_deposition_synthesis_atmosphere_-1,0.0007885811
Perovskite_composition_a_ions_Cs; FA; MA; Rb,0.00077614945
HTL_deposition_procedure_Spin-coating | Spin-coating,0.0007597816
Perovskite_composition_a_ions_(n-C3H7NH3),0.0007558264
Perovskite_composition_c_ions_coefficients_0.3; 0.7,0.0007500839
Perovskite_composition_long_form_Cs0.2FA0.8PbBr0.6I2.4,0.0007365348
HTL_deposition_procedure_Evaporation,0.00072220474
Perovskite_thickness_500,0.00071381015
Perovskite_deposition_reaction_solutions_compounds_CsAc; HPbI3,0.0007030715
Perovskite_additives_compounds_PEAI,0.0006992282
Perovskite_composition_a_ions_coefficients_0.79; 0.16; 0.1,0.00063565804
HTL_stack_sequence_MPA,0.0006272476
Perovskite_additives_concentrations_0.025,0.0006183501
Perovskite_composition_assumption_XPS,0.0006176874
Perovskite_deposition_thermal_annealing_time_60,0.0006167805
Perovskite_composition_a_ions_coefficients_0.23; 0.77,0.00060472137
Perovskite_composition_a_ions_FA,0.00057756057
Perovskite_composition_long_form_Cs0.0664FA0.8668MA0.0664PbBr0.256I0.744,0.0005626723
Perovskite_deposition_thermal_annealing_atmosphere_N2,0.0005609258
Perovskite_additives_concentrations_0.1,0.0005481497
Perovskite_composition_a_ions_coefficients_0.3; 0.6; 0.1,0.000506976
Perovskite_composition_a_ions_coefficients_0.0664; 0.8668; 0.0664,0.0004910369
Perovskite_composition_b_ions_coefficients_0.98,0.0004565543
Perovskite_composition_a_ions_coefficients_0.5; 1.5; 3,0.00045574424
Perovskite_composition_b_ions_coefficients_0.9; 0.1,0.00044599874
Perovskite_thickness_-1,0.00043226036
Perovskite_composition_a_ions_coefficients_x; 0.15; 0.64; 0.2,0.00042381338
Perovskite_additives_compounds_EDA,0.0003995729
Perovskite_composition_a_ions_(PEA); Cs; FA; MA,0.00037799496
Perovskite_deposition_thermal_annealing_temperature_60,0.00034861272
ETL_deposition_thermal_annealing_time_-1,0.00034560796
HTL_stack_sequence_NiO-np | PAS,0.00034457998
Perovskite_additives_compounds_2-ThMaBr,0.00030481908
HTL_deposition_thermal_annealing_temperature_100,0.00029579204
Perovskite_deposition_thermal_annealing_temperature_70.0 >> 130.0,0.00029373006
Perovskite_composition_a_ions_coefficients_0.1; 0.6; 0.3,0.00027292137
HTL_deposition_reaction_solutions_compounds_CZTS-np,0.00024480457
Perovskite_additives_concentrations_0.02,0.00021200531
Perovskite_additives_compounds_RbI,0.00020338515
Perovskite_deposition_solvents_mixing_ratios_4; 1; 1,0.00019312672
Perovskite_additives_concentrations_4 vol%,0.0001674556
Perovskite_additives_concentrations_1 mg/ml; 5.2 mg/ml,0.00016037945
Perovskite_additives_concentrations_5 mg/ml,0.00015236455
Perovskite_additives_concentrations_3.6 vol%,0.00015062257
Perovskite_deposition_thermal_annealing_time_30.0 >> 11.5,0.00014275551
Perovskite_deposition_quenching_media_mixing_ratios_1; 0.02,0.00013783979
Perovskite_deposition_quenching_media_mixing_ratios_1; 0.06,0.00012830163
HTL_stack_sequence_NiO-np,0.000113233196
Perovskite_deposition_quenching_media_mixing_ratios_1; 0.01,0.00010407496
Perovskite_deposition_thermal_annealing_temperature_140,9.790637e-05
Perovskite_additives_concentrations_4 wt%,9.5685355e-05
Perovskite_dimension_3D,7.051926e-05
Perovskite_composition_a_ions_coefficients_2; 79,5.4601347e-05
Perovskite_deposition_thermal_annealing_temperature_120,5.2096806e-05
Perovskite_additives_concentrations_100 mM,5.0539835e-05
Backcontact_deposition_procedure_Evaporation,3.7430942e-05
Perovskite_additives_compounds_n-BABr,3.3944492e-05
Perovskite_additives_compounds_C4H12BrN,3.2755037e-05
Perovskite_additives_compounds_C12H28BrN,2.0196709e-05
ETL_storage_time_until_next_deposition_step,7.1294994e-06
Perovskite_additives_compounds_CH5ClN2,2.2465476e-06
Perovskite_additives_compounds_C3N5,1.2112258e-06
Perovskite_deposition_reaction_solutions_compounds_CsI; FAI; MABr; PbI2; PbBr2; Pb(SCN)2; PEAI; nan,0.0
Perovskite_deposition_thermal_annealing_time_1.0; 80.0,0.0
Perovskite_deposition_solvents_supplier_Sigma Aldrich,0.0
Perovskite_deposition_thermal_annealing_time_1.0 >> 15.0,0.0
Perovskite_deposition_thermal_annealing_time_1.0; 10.0,0.0
Perovskite_deposition_reaction_solutions_compounds_supplier_Dyesol; Sigma; Dyesol; Dyesol,0.0
Perovskite_deposition_solvents_supplier_Sigma Aldrich; Sigma Aldrich,0.0
Perovskite_deposition_solvents_purity_-1,0.0
Perovskite_deposition_thermal_annealing_time_1.0; 30.0,0.0
Perovskite_deposition_thermal_annealing_time_10.0 >> 10.0,0.0
Perovskite_deposition_reaction_solutions_compounds_supplier_Acros Organics; Acros Organics; Sigma Aldrich; Dyesol; ,0.0
Perovskite_deposition_reaction_solutions_compounds_supplier_Sigma Aldrich; Lab made,0.0
Perovskite_deposition_reaction_solutions_compounds_supplier_-1,0.0
Perovskite_deposition_thermal_annealing_time_10.0 >> 15.0,0.0
Perovskite_deposition_thermal_annealing_time_10.0 >> 30.0,0.0
Perovskite_deposition_thermal_annealing_time_10.0; 15.0,0.0
Perovskite_deposition_reaction_solutions_compounds_nan >> Pb(NO3)2,0.0
Perovskite_deposition_reaction_solutions_compounds_PbI2; PbBr2; FAI; MABr; g-C3N4,0.0
Perovskite_deposition_reaction_solutions_compounds_supplier_Dysole; Dyenamo; Dyenamo; TCL; TCL,0.0
Perovskite_deposition_thermal_annealing_atmosphere_-1,0.0
Perovskite_deposition_reaction_solutions_compounds_PbI2; PbBr2; FAI; MABr; C3N5,0.0
Perovskite_deposition_thermal_annealing_time_ >> 20.0,0.0
Perovskite_deposition_thermal_annealing_temperature_90; 150,0.0
Perovskite_deposition_thermal_annealing_temperature_95,0.0
Perovskite_deposition_reaction_solutions_compounds_supplier_Youxuan Tech; Youxuan Tech,0.0
Perovskite_deposition_reaction_solutions_compounds_supplier_Xi¡¯an Polymer Light Technology Corp; Alfa Aesar,0.0
Perovskite_deposition_thermal_annealing_time_-1,0.0
Perovskite_deposition_reaction_solutions_compounds_supplier_Xian Polymer Light Technology; Xian Polymer Light Technology,0.0
Perovskite_deposition_thermal_annealing_time_ >> 10.0,0.0
Perovskite_deposition_thermal_annealing_time_0,0.0
Perovskite_deposition_thermal_annealing_time_0.4305555555555556,0.0
Perovskite_deposition_reaction_solutions_compounds_supplier_TCI; TCI,0.0
Perovskite_deposition_thermal_annealing_time_0.0 >> 20.0,0.0
Perovskite_deposition_thermal_annealing_atmosphere_Air,0.0
Perovskite_deposition_reaction_solutions_compounds_supplier_Sigma Aldrich; Sigma Aldrich; Selfmade,0.0
Perovskite_deposition_solvents_supplier_Aladdin; Aladdin,0.0
Perovskite_deposition_reaction_solutions_compounds_supplier_Sigma Aldrich; Lab made; Sigma Aldrich,0.0
Perovskite_deposition_solvents_supplier_Fisher Scientific; Fisher Scientific,0.0
Perovskite_deposition_thermal_annealing_time_15,0.0
Perovskite_deposition_reaction_solutions_compounds_PbI2; MAI,0.0
Perovskite_deposition_thermal_annealing_time_40,0.0
Perovskite_deposition_reaction_solutions_compounds_PbI2; FAI; MACl; MABr; PbBr2,0.0
Perovskite_deposition_reaction_solutions_compounds_FAPbI2Br >> MAPbI2Br >> CsPbI2Br >> RbI | BABr,0.0
Perovskite_deposition_reaction_solutions_compounds_FAI; MAI; PbBr2; PbI2,0.0
Perovskite_deposition_thermal_annealing_time_30.0 >> 15.0,0.0
Perovskite_deposition_thermal_annealing_time_30.0 >> 18.5,0.0
Perovskite_deposition_reaction_solutions_compounds_F5PEAI; CsI; FAI; MABr; PbI2; PbBr2; Pb(SCN)2; PEAI,0.0
Perovskite_deposition_reaction_solutions_compounds_F5PEAI; CsI; FAI; MABr; PbI2; PbBr2; Pb(SCN)2,0.0
Perovskite_deposition_reaction_solutions_compounds_CsI; FAI; PbI2; PbBr2 >> PEACl,0.0
Perovskite_deposition_reaction_solutions_compounds_CsI; FAI; PbBr2; PbI2,0.0
Perovskite_deposition_thermal_annealing_time_5.0; 2.0; 5.0,0.0
Perovskite_deposition_thermal_annealing_time_30.0 >> 20.0,0.0
Perovskite_deposition_thermal_annealing_time_5,0.0
Perovskite_deposition_thermal_annealing_time_30.0 >> 5.0,0.0
Perovskite_deposition_thermal_annealing_time_45.0 >> 10.0,0.0
Perovskite_deposition_thermal_annealing_time_30.0 >> 60.0,0.0
Perovskite_deposition_thermal_annealing_time_30.0 | 5.0,0.0
Perovskite_deposition_reaction_solutions_compounds_CsI; FAI; MABr; PbBr2; PbI2 >> PFPAI,0.0
Perovskite_deposition_reaction_solutions_compounds_CsI; FAI; MAI; PbBr2; PbI2,0.0
Perovskite_deposition_thermal_annealing_temperature_85; 100,0.0
Perovskite_deposition_reaction_solutions_compounds_CsI; FAI; MABr; PbBr2; PbI2,0.0
Perovskite_deposition_thermal_annealing_time_5.0; 20.0,0.0
Perovskite_deposition_thermal_annealing_time_20,0.0
Perovskite_deposition_thermal_annealing_time_15.0; 15.0 >> 15.0,0.0
Perovskite_deposition_thermal_annealing_time_; ; ; 30.0,0.0
Perovskite_deposition_thermal_annealing_time_180,0.0
Perovskite_deposition_thermal_annealing_time_90,0.0
Perovskite_deposition_thermal_annealing_time_80,0.0
Perovskite_deposition_thermal_annealing_time_2,0.0
Perovskite_deposition_reaction_solutions_compounds_MAI; PbI2,0.0
Perovskite_deposition_solvents_purity_Pro analysis; Pro analysis,0.0
Perovskite_deposition_thermal_annealing_time_50,0.0
Perovskite_deposition_thermal_annealing_time_60.0 >> 10.0,0.0
Perovskite_deposition_reaction_solutions_compounds_MAI; PbCl2; PbI2,0.0
Perovskite_deposition_thermal_annealing_time_30.0 >> 10.0,0.0
Perovskite_deposition_reaction_solutions_compounds_MAI; BAI; PbI2,0.0
Perovskite_deposition_reaction_solutions_compounds_AgI; BiI3; Bismuth(III) tris(4-methylbenzodithioate),0.0
Perovskite_deposition_reaction_solutions_compounds_MABr; PbBr2; PbI2; FAI,0.0
Perovskite_deposition_reaction_solutions_compounds_CsAc; HPbI3; PEAI,0.0
Perovskite_deposition_thermal_annealing_temperature_90,0.0
Perovskite_deposition_substrate_temperature_25,0.0
Perovskite_deposition_thermal_annealing_temperature_85,0.0
Perovskite_deposition_reaction_solutions_volumes_0.75; 0.15; 0.1; 0.05 | 0.09,0.0
Perovskite_deposition_quenching_media_mixing_ratios_1,0.0
Perovskite_deposition_quenching_media_mixing_ratios_1; 0.04,0.0
Perovskite_deposition_quenching_media_mixing_ratios_1; 0.08,0.0
Perovskite_deposition_quenching_media_mixing_ratios_1; 0.10,0.0
Perovskite_deposition_reaction_solutions_volumes_3,0.0
Perovskite_deposition_quenching_media_additives_compounds_Undoped,0.0
Perovskite_deposition_thermal_annealing_temperature_-1,0.0
Perovskite_deposition_thermal_annealing_temperature_ >> 150,0.0
Perovskite_deposition_thermal_annealing_temperature_ >> 150.0,0.0
Perovskite_deposition_reaction_solutions_volumes_0.06,0.0
Perovskite_deposition_thermal_annealing_temperature_80; 150; 350,0.0
Perovskite_deposition_thermal_annealing_temperature_100 >> 100,0.0
Perovskite_deposition_reaction_solutions_volumes_ >> ,0.0
Perovskite_deposition_reaction_solutions_volumes_-1,0.0
Perovskite_deposition_reaction_solutions_concentrations_nan; 1 M; 0.2 M; 0.2 M; 1.1 M >> 50 mM,0.0
Perovskite_deposition_reaction_solutions_concentrations_nan; 1 M; 0.2 M; 0.2 M; 1.1 M >> 100 mM,0.0
Perovskite_deposition_reaction_solutions_concentrations_nan; 1 M; 0.2 M; 0.2 M; 1.1 M,0.0
Perovskite_deposition_reaction_solutions_concentrations_nan >> nan,0.0
Perovskite_deposition_thermal_annealing_temperature_100 >> 70,0.0
Perovskite_deposition_thermal_annealing_temperature_100 | 100,0.0
Perovskite_deposition_reaction_solutions_age_-1,0.0
Perovskite_deposition_quenching_media_mixing_ratios_-1,0.0
Perovskite_deposition_quenching_media_Vacuum,0.0
Perovskite_deposition_reaction_solutions_age_ >> ,0.0
Perovskite_deposition_substrate_temperature_25 >> 25,0.0
Perovskite_deposition_substrate_temperature_170,0.0
Perovskite_deposition_quenching_media_-1,0.0
Perovskite_deposition_quenching_media_Anisole,0.0
Perovskite_deposition_quenching_media_Ar,0.0
Perovskite_deposition_substrate_temperature_-1,0.0
Perovskite_deposition_reaction_solutions_temperature_60; 25,0.0
Perovskite_deposition_reaction_solutions_temperature_60,0.0
Perovskite_deposition_thermal_annealing_atmosphere_N2 >> N2,0.0
Perovskite_deposition_quenching_media_Chlorobenzene; IPA,0.0
Perovskite_deposition_quenching_media_Diethyl ether,0.0
Perovskite_deposition_reaction_solutions_temperature_25; 25,0.0
Perovskite_deposition_reaction_solutions_temperature_25 >> 25,0.0
Perovskite_deposition_quenching_media_Ethyl ether,0.0
Perovskite_deposition_reaction_solutions_temperature_25,0.0
Perovskite_deposition_reaction_solutions_age_12,0.0
Perovskite_deposition_quenching_media_Methyl acetate,0.0
Perovskite_deposition_quenching_media_N2,0.0
Perovskite_deposition_reaction_solutions_age_0.0 | 0.0,0.0
Perovskite_deposition_reaction_solutions_concentrations_7 mg/ml; 1.2 M; 0.2 M,0.0
Perovskite_deposition_thermal_annealing_temperature_100.0 >> 100,0.0
Perovskite_deposition_thermal_annealing_temperature_100; 330,0.0
Perovskite_deposition_thermal_annealing_temperature_300,0.0
Perovskite_deposition_reaction_solutions_concentrations_0.075 M; 1 M; 0.2 M; 1 M; 1.1 M,0.0
Perovskite_deposition_thermal_annealing_temperature_60; 120,0.0
Perovskite_deposition_thermal_annealing_temperature_65; 100,0.0
Perovskite_deposition_reaction_solutions_concentrations_0.063 M; 1.25 M; 1.25 M; 1.14 M; 1.14 M,0.0
Perovskite_deposition_thermal_annealing_temperature_70 >> 140,0.0
Perovskite_deposition_thermal_annealing_temperature_70.0 >> 105.0,0.0
Perovskite_deposition_reaction_solutions_concentrations_0.06 M; 0.95 M; 0.19 M; 0.2 M; 1 M,0.0
Perovskite_deposition_substrate_temperature_200,0.0
Perovskite_deposition_thermal_annealing_temperature_70.0 >> 165.0,0.0
Perovskite_deposition_reaction_solutions_concentrations_0.05 M; 1 M; 0.2 M; 0.2 M; 1.1 M,0.0
Perovskite_deposition_reaction_solutions_concentrations_-1,0.0
Perovskite_deposition_thermal_annealing_temperature_70.0 >> 170.0,0.0
Perovskite_deposition_reaction_solutions_compounds_purity_Puris; Puris,0.0
Perovskite_deposition_reaction_solutions_compounds_purity_Puris; Pro analysis; Puris; ; ,0.0
Perovskite_deposition_thermal_annealing_temperature_70.0 >> 90.0,0.0
Perovskite_deposition_reaction_solutions_compounds_purity_; Tecnical; Pro analysis; Pro analysis; Puris,0.0
Perovskite_deposition_thermal_annealing_temperature_70; 175,0.0
Perovskite_deposition_thermal_annealing_temperature_75.0 >> 135.0,0.0
Perovskite_deposition_reaction_solutions_compounds_purity_-1,0.0
Perovskite_deposition_thermal_annealing_temperature_45; 160,0.0
Perovskite_deposition_thermal_annealing_temperature_25; 75 >> 135,0.0
Perovskite_deposition_reaction_solutions_concentrations_636.4 mg/ml; 90 mg/ml; 89.79 wt%; 8.97 wt%; 4 wt%,0.0
Perovskite_deposition_thermal_annealing_temperature_25; 50; 75; 100,0.0
Perovskite_deposition_thermal_annealing_temperature_105,0.0
Perovskite_deposition_thermal_annealing_temperature_110,0.0
Perovskite_deposition_reaction_solutions_concentrations_1.38 M; 1.38 M,0.0
Perovskite_deposition_reaction_solutions_concentrations_1.3 M; 1.3 M; 1.3 M; 1.3 M | 1 mg/ml,0.0
Perovskite_deposition_reaction_solutions_concentrations_1.02 M; 0.18 M; 0.18 M; 1.02 M,0.0
Perovskite_deposition_reaction_solutions_concentrations_1 M; 1 M,0.0
Perovskite_deposition_thermal_annealing_temperature_130,0.0
Perovskite_deposition_thermal_annealing_temperature_145,0.0
Perovskite_deposition_thermal_annealing_temperature_150,0.0
Perovskite_deposition_reaction_solutions_concentrations_0.8 M; 0.8 M,0.0
Perovskite_deposition_reaction_solutions_concentrations_0.75 M; 0.50 M; 1 M,0.0
Perovskite_deposition_thermal_annealing_temperature_180,0.0
Perovskite_deposition_reaction_solutions_concentrations_0.5 M; 0.75 M; 1 M,0.0
Perovskite_deposition_thermal_annealing_temperature_200,0.0
Perovskite_deposition_reaction_solutions_concentrations_0.2 M; 0.22 M; 1.1 M; 1 M,0.0
Perovskite_deposition_thermal_annealing_temperature_25.0 >> 100.0,0.0
Perovskite_deposition_reaction_solutions_concentrations_0.18 M; 0.83 M; 0.5 M; 0.5 M >> 1.5 mg/ml,0.0
Perovskite_deposition_reaction_solutions_concentrations_0.17 M; 0.83 M; 0.5 M; 0.5 M,0.0
Perovskite_deposition_reaction_solutions_concentrations_0.11 M; 0.91 M; 0.18 M; 0.186 M; 1.014 M,0.0
Perovskite_deposition_thermal_annealing_temperature_70.0 >> 150.0,0.0
HTL_thickness_list_150,0.0
Perovskite_deposition_thermal_annealing_atmosphere_N2 | N2,0.0
HTL_deposition_thermal_annealing_atmosphere_Air,0.0
HTL_deposition_thermal_annealing_temperature_100 | 25,0.0
HTL_deposition_thermal_annealing_temperature_120,0.0
HTL_deposition_thermal_annealing_temperature_120 | 150,0.0
HTL_deposition_thermal_annealing_temperature_235 | 15,0.0
HTL_deposition_thermal_annealing_temperature_25,0.0
HTL_deposition_thermal_annealing_temperature_60,0.0
HTL_deposition_thermal_annealing_temperature_75; 120; 300,0.0
HTL_deposition_thermal_annealing_time_-1,0.0
HTL_deposition_thermal_annealing_time_10,0.0
HTL_deposition_thermal_annealing_time_10.0 | 0.0,0.0
HTL_deposition_thermal_annealing_time_10.0 | 10.0,0.0
HTL_deposition_thermal_annealing_time_10.0; 15.0; 60.0,0.0
HTL_deposition_thermal_annealing_time_45.0 | 0.0,0.0
HTL_deposition_thermal_annealing_time_60,0.0
HTL_deposition_thermal_annealing_atmosphere_Air | Vacuum,0.0
HTL_deposition_substrate_temperature_25 | 15,0.0
HTL_deposition_thermal_annealing_atmosphere_N2,0.0
HTL_storage_atmosphere_-1,0.0
HTL_storage_atmosphere_Air,0.0
HTL_storage_atmosphere_Dry air,0.0
HTL_storage_atmosphere_N2,0.0
Backcontact_stack_sequence_-1,0.0
Backcontact_stack_sequence_Al,0.0
Backcontact_stack_sequence_Carbon,0.0
Backcontact_stack_sequence_Cu,0.0
